D3DSZ1	O43236
P51149	Q6IB63
P78527	P09429
Q9NWA0	O75586
Q99741	P11801
O60683	O00623
Q9UK23	D3DPJ2
P19838	P12980
P12755	P12755
P55060	P35268
Q8N5I3	O75909
D3DWS0	B3KNK9
P17947	P12273
P23378	P23378
Q8N2G3	P08572
Q8IYF1	Q15369
P61201	Q02556
O75925	Q9NR30
Q9UHD2	Q7Z434
P13693	D3DV04
O75575	O75575
Q86YT6	Q59H88
P09012	Q9BQ61
P51948	D3DSV2
P24394	P35225
P98160	Q05C41
Q15596	Q59F66
Q9UJU6	Q9UJU6
A8K8L7	Q15831
D3DSY5	D3DSY5
Q8WU17	P40337
P55060	A8K3Z8
Q969H6	O95707
Q53ZR3	Q02413
O14893	Q16637
Q05CZ3	Q5RL73
Q06190	Q06190
O95182	Q9BQ52
Q8IXK0	Q8IXK0
Q53XR6	Q5XPI4
Q07817	B3KT21
D0VY79	Q3LRW3
Q8IW76	P40763
Q15185	B3KWG5
O60232	Q9BVI4
P14859	P04150
Q5VUT3	Q9UHF4
Q13546	A8K107
Q96CY7	Q96CY7
P37198	B3KWD0
P49137	P04792
D3DST0	P37840
Q6IAA8	Q9NUQ8
Q8N589	Q07817
Q8NFT6	D3DT31
Q96F31	Q04864
Q9UBT7	Q12802
Q5JY77	D3DV56
P78428	Q9BWU1
A8K107	B3KSG3
Q16520	Q5U079
Q03164	Q03164
D3DWS0	Q05655
Q12833	P01137
D3DNQ4	Q96C06
Q6FG41	Q5U079
D0UFD4	D0UFD4
Q0VAC9	Q15788
P10619	P16278
Q9Y5X1	Q07889
P23511	Q6IN79
D3DX94	P28715
Q8N488	Q499G5
D3DVM9	P11274
D3DWR0	D3DWR0
O00626	P19320
P21964	P12821
B0LPF3	B0LPF3
Q16270	P15692
D3DSP2	Q8NCQ8
D3DT31	Q6URC4
Q13021	Q53X57
Q7Z699	Q6IQ28
P36406	P36406
P48357	Q13526
O95613	Q9NRI5
Q2TNI1	Q6NXF4
D3DTH5	Q96FF1
Q9NUA2	P19838
Q9Y210	Q9Y210
Q549K6	Q53XC0
Q6ICQ9	Q9BZD4
P30876	O15514
P54252	Q9BSU1
Q9UQL6	D3DTH5
P51693	Q6ICU9
Q86SG3	Q8WY44
Q9H6P5	P52655
Q9UER7	Q99816
Q12906	Q99750
Q16851	Q6IBL8
Q9H213	O75528
Q658X5	Q8NI35
D3DVV8	Q2TNI1
Q6NX55	Q6NX55
B3KT07	Q6ZVE6
B1AHC8	P50453
Q0QD39	Q0QD39
A8K5Q5	Q8N6Y0
Q71F23	Q5HYH4
Q6PIS6	P01137
D3DWG3	Q13309
B0UXA9	Q3LRW3
O60232	B3KQ49
O43707	B3KVQ4
Q9BSD8	P19838
P61221	Q5W0L2
O96017	A1Z5I9
A8K660	P55290
A1L3Z9	B3KNI7
Q6I9V2	P25705
Q6ICV4	Q7L5N1
Q68CP9	A7E2E1
D3DVV8	Q53XS5
P19235	Q9HA84
B9A6J2	Q9Y4E6
Q3LRW3	Q8TBK6
P28360	P28360
Q16543	Q9NUA2
P02679	D3DP14
Q15369	Q8TEY7
Q9H0E9	P37231
O00567	Q13873
Q9BWW4	Q86U70
Q6IBK0	Q99689
Q96HE7	Q96HE7
A8K3D1	P19235
Q9BXH1	P10415
P27701	D3DTX4
Q9UGJ1	Q8NA61
P30273	P08637
Q99741	Q6FI05
O75818	P78346
B1AHB0	P49736
Q969D9	D0E2W4
D3DXB9	Q9ULV1
O60925	Q5JY77
B3KW07	P60228
B3KS52	B3KS52
P19388	P53803
Q5VY90	Q53XR6
B1APZ0	O14775
Q96BH3	A8K9G7
Q05CZ3	Q53YD7
Q01844	Q5YLC1
Q16643	O00267
Q86TW5	Q9BWC9
Q86TW5	Q9NPA5
Q9Y3C5	Q5YLC1
D3DUA4	P14635
O75145	D3DPX6
Q5VY90	Q5T3J3
D3DQJ8	P63092
Q9NSS6	Q3LRW3
P98160	D3DX55
Q8N542	B3KRE0
Q6FI00	P40763
Q9UKY1	Q13838
P55212	Q7Z3C0
Q76FK4	Q76FK4
Q9UGI8	Q9UI08
P55211	P10809
D3DVV8	Q00613
P30793	A3KLL5
Q5JPT6	Q9Y371
O75376	Q59FP9
Q969L4	P62310
Q5QPD8	Q5QPD8
A8K6K3	O43318
Q6I9V2	D3DX31
P54259	Q7Z5C1
P55290	P55290
Q9Y383	Q9NRX3
P21246	Q9UM73
Q63HP7	Q8IY31
P16284	P28907
Q8NCQ8	P27708
Q6ZNZ0	D3DRY4
Q8NFM5	Q71UM8
P25205	P49736
Q01844	Q0VDD7
P04179	Q7L5D6
Q5T6G6	Q7Z6G3
Q9Y3C0	B3KY40
Q9P1A6	P08588
D3DRD0	P35243
D1MGQ2	P68871
P54259	O95251
Q9NYG5	Q9NYG5
Q5XKK9	P37287
Q99683	A8K107
O75376	P06454
D3DVV8	O14958
D3DRD0	P37840
Q13596	P06213
Q96FF1	A7KAX9
Q9NX47	Q9NX47
P23458	B0LPF3
D3DV36	D3DV37
Q9BXX0	Q9Y6C2
D3DSV3	Q8NG27
P08138	Q0GK43
P04233	P16070
D3DUD5	Q9P2H0
Q8IX03	Q6P1J9
Q6FH91	Q6FH91
P56545	Q92530
D3DVG0	D3DVG0
Q05CI3	P01031
B2RBK5	O43264
Q9Y2U9	Q59GV6
P22888	P63092
D3DTH5	Q9P084
D0VY79	Q4LE28
Q00403	P35998
P06400	P49715
Q9GZZ8	P04004
B3KVN4	B3KS52
Q13308	Q13308
Q96LM6	Q93062
P49418	P49418
D3DR38	P02768
Q8IW41	P04792
P35869	O00268
P20393	P20393
Q53XM5	Q00597
D3DTH5	Q6FH21
Q5TEJ4	Q86TW5
O60682	Q86VM2
Q96C06	Q16288
Q6IBN1	Q9BTD8
Q6NZI2	Q15361
Q6ZNZ0	Q9P2B2
Q96EZ8	Q9NPJ6
O60895	P10997
Q9UHR5	D3DP38
P50453	Q9UKY1
P62318	Q16637
P23458	P47712
A8C4L5	O96019
Q14686	P55055
P35869	Q15596
P10909	A4D0Y8
P61599	P61599
Q8TAS1	P19021
Q9BX70	Q53XR6
Q86U70	D3DTE0
Q6NVY8	Q9Y3C0
P38435	P08709
P57775	D3DWG3
P00505	D3DRB6
Q07817	P35568
Q96A83	P50454
Q9UG98	Q6NSG7
Q9UKY1	Q99547
D3DNB3	Q6I9R7
P51685	P22362
O75607	Q9P2H0
Q8IXK0	P18124
D3DUA4	Q13526
Q8IZZ5	D3DSD3
Q5T6G6	Q59GV6
P23258	Q6IN79
A8K0V9	Q9H5Z6
O14737	Q5T3J3
Q9UIB8	O14796
Q96R06	D3DV56
Q14025	Q59FP9
D3DNB3	Q59FP9
P36957	Q9UKY1
Q6IAW1	Q9Y5U8
P20366	Q6MZM7
P10619	P10619
B0AZM9	D3DR72
Q8NI22	P49257
P54259	Q7Z7M0
Q8N6J1	P53602
Q7RTU3	Q86VM2
Q6ZVK8	Q8WZ19
P17980	P17980
P21675	Q00613
Q12923	P50479
Q86XR7	Q86XR7
P19838	Q6FHN8
Q9Y5X1	Q13444
Q8N5S9	D3DSZ7
Q9UI08	Q6XZF7
D3DXB9	D3DXB9
P21246	P21246
P43034	P43034
Q13315	O43324
Q9NPC3	Q9NPC3
B3KY45	Q53XC0
P08697	P08697
Q99665	Q99665
Q9BX69	O43353
Q86W07	Q8IYN9
Q13351	Q9H836
Q6ICS9	O43149
Q5T8U4	Q6EEV4
Q6FHT8	Q9H8Y8
Q2TNI1	P17302
Q16543	Q7LBY6
Q9NWT6	P40337
Q53XR6	P07602
Q9BQY4	A6NLR5
Q9H5Q4	Q4G0F4
P51587	Q6IN79
Q9Y2J0	P30793
Q7RTS1	Q7RTS1
Q64GB1	Q9UHD2
A8K3Z8	Q9NUA2
Q9BRD5	Q16512
B1AHC8	Q96AP0
D3DNU1	O14920
Q9Y2I6	D3DR72
P17600	B0LPF3
Q9NP62	Q9UQL6
Q59EH3	Q9BYC9
Q99547	Q5T3J3
Q969H0	Q6ZRQ5
Q9NUA2	P51946
D3DXB9	P48050
Q6PJ06	P09429
A8K6M0	Q9UMZ2
B3KQ49	Q9Y2I6
Q53Y06	B1AHC8
P50281	P18827
A4D0Q6	Q5T0I2
O14672	P20827
Q9HCB6	D3DSD3
Q01844	O75438
P27701	D3DTM2
P49916	B3KN41
O43318	D3DR16
Q5JQC9	P31323
Q5QP85	Q9NPD3
D3DWY5	Q9H1I8
D3DU69	Q03933
Q3SWU9	D3DW02
O00267	O43719
Q9UNK0	Q9H270
Q15554	Q15554
P14859	P22570
Q53XL1	Q14790
P53350	P51587
Q6ZVE6	Q9P2H0
Q15276	P20338
Q9UKL3	Q14790
Q13501	P37840
O75419	Q6FI05
Q8IW41	Q8TAR1
Q13137	Q14296
P33991	Q9Y5N6
D3DQY2	Q92889
D3DV56	A8K287
P48357	P40763
O14908	Q9H9D4
D3DTH5	Q99683
Q53FA7	D3DWY5
Q5DR82	P19447
B0YJA4	B0YJA4
Q13485	Q8TAX8
Q68Y55	Q59H94
O60285	Q16543
Q5QNZ9	Q14764
Q6IB64	Q96B36
D3DRS0	Q96Q15
D3DUD5	Q5JY77
D3DUH1	Q6IQ28
Q53XR6	P78524
O14924	O14924
Q13131	O00418
P53041	Q99683
O95237	O95237
Q9UKY0	P08865
Q96CA5	Q9NR28
P27694	Q9BTY7
P23276	P20800
Q8WXD5	P62304
Q9Y383	Q8TBK6
Q13113	Q9BVJ6
Q53XL1	Q86TW5
D3DX67	D3DX74
B3KNG9	D3DTT3
D3DRS0	P62851
Q9UMS0	P54198
P07766	B3KM80
A8K4G2	P37840
Q13200	P35998
P54259	Q99973
Q96G78	Q9H0D6
P11831	P11831
P62306	P62308
Q6ICS7	Q5T3J3
B0AZM9	Q9UGJ1
P51955	P51955
Q7Z5W6	Q6NZX3
Q8TEL6	Q7LBY6
Q96B26	O15116
P04839	P13498
P35398	P15172
P47224	B4DW13
Q08116	O14908
Q13485	Q53QD7
Q9UPW0	Q05DL5
Q9HA84	B0LPF3
Q6FI39	Q15369
Q9Y5B8	Q9BT92
O75629	P06400
P20807	O75923
Q92624	Q9NUA2
Q92845	Q92845
Q9Y3C7	P42858
Q13387	Q9BY84
Q5DR82	P49736
P36894	P43026
Q8IYF1	B7WPD3
Q2YDC4	Q14247
Q15334	P15529
Q05C41	Q15637
Q9P0L0	P23763
P49736	Q9Y3A3
P49137	Q5U0J5
P14416	B3KVQ4
Q9NUQ8	Q8NC60
Q96EZ8	P46087
Q6FI02	Q7L5N1
Q7L590	A4D1G0
O43570	O43570
P30876	Q6FGR6
P78527	P23025
Q86W07	B0LPF3
D3DW12	O14924
Q9H9D4	Q9Y3S2
Q00403	Q15788
B3KT07	P09429
Q05586	D3DSU4
B0LPF3	D3DSD3
A4D0W0	A8K2Y9
O75461	A8JZZ0
Q4ACX1	D3DR16
Q9UKT4	D3DPJ1
Q9NPR5	P26232
Q96FF1	Q5HYC2
Q9P2W3	O14775
Q8NE01	Q93062
Q57Z92	Q9BVS9
D2JYI1	P10909
Q53YY0	P25098
P98160	Q9Y3V7
Q5W141	P30304
A6NLR5	Q8IY31
P33993	P28749
Q05DA5	P40763
O14776	D3DQL6
Q9Y2J2	B2RCH4
P25942	D3DRX1
Q8N6T3	Q99418
Q7Z5C1	P01266
O76064	D3DP42
Q53GL0	Q547Q3
Q99972	P30613
O14978	Q9NWS9
O75027	Q8NAN0
Q7RTS3	Q86VM2
Q9Y276	Q9GZR7
B2R7Y7	P27797
Q6FHM6	Q6ICV4
O60828	Q9Y3C7
Q68CQ5	Q6ZVK8
O00159	Q9NYV6
P40937	Q7L5N1
A8K287	A8K287
Q14565	Q14565
Q66K89	D3DRK2
P53350	Q13526
D3DP14	P14543
Q6ZQV4	O95977
Q7Z6E9	O95405
Q92636	P25942
Q8WXE9	Q6AI31
O43318	Q7Z434
P01008	P01008
O60907	P26232
Q96JC1	Q96JC1
Q8NCW5	P02652
Q8WYK2	Q5U079
P50052	B3KWG5
Q02156	P04264
P04792	Q9UER7
Q96FF1	Q9H7H0
Q2TNI1	Q9NUA2
Q13503	D3DN49
O95754	Q7Z3T9
Q92851	D3DUR1
P17480	P06400
Q13873	Q8TE12
P20963	P08575
O75969	Q5JQC9
Q53HE2	Q9GZR7
D3DTH6	Q53QE4
O14512	P19174
Q9Y371	O00499
P61769	Q4ZG17
D3DNI4	Q03405
Q53FA7	Q53YD7
Q59FC3	A8K3Z8
Q9UDY8	Q9UDY8
Q4ZG17	P08575
Q03164	P61964
Q03518	Q5T5H7
Q6IBN1	D3DQC3
B3KSA4	P24864
P06400	Q5T5H7
P54368	Q53TU3
O60239	P53779
Q71SY5	Q15648
D3DS33	Q9BQA1
Q6IAX1	Q9BTV4
Q9BUZ4	Q9Y5V3
D3DRY4	Q6MZM7
P17480	P17480
Q8WU20	Q07889
Q96JH7	Q96IF9
Q9Y2U8	Q53XR6
Q15788	Q9NUA2
Q7L5D6	Q8N2U0
Q9P2H0	Q96NT1
D2IYK3	P09429
Q13137	Q14966
P37231	Q16236
Q96EZ8	O14746
P21246	Q9BTY7
Q9Y6A5	Q9UNY4
Q13546	Q8IUC6
Q07075	Q07075
P62487	B3KNI7
P01127	P01127
Q02878	D3DX67
A8K8W5	P37231
B3KNZ9	A4D1B1
D3DPP3	Q6IBN1
Q05516	P04150
Q99741	Q06190
B3KW70	O75095
Q9UKX7	Q6I9V6
P21953	B4DP47
Q15139	Q9UQL6
D3DTY3	P04626
D3DPX6	Q05C41
Q6I9V2	P60002
P56537	Q96HD1
Q09013	A8KAH6
Q4W597	Q9NUQ8
Q99750	Q8TC90
Q86VP6	D3DWG3
O15066	Q92845
P55344	P17931
P28715	Q76KU4
Q6NX55	Q9ULZ2
P43364	Q68CQ4
P25445	Q5T3J3
Q5T5H7	O94992
Q8WXE9	D3DPJ2
Q9NQI0	Q96S59
Q13627	Q7Z497
Q9NQS1	Q07817
A4D0Z4	A6NLR5
O95059	O95059
Q969N2	O43292
Q9NQ25	Q6FGS6
D3DPP3	Q9UNE7
Q9UBU7	P33993
Q8WU20	B0LPF3
B4DG66	P46937
Q9UMX3	Q16548
P19397	Q0GK43
D1CS45	D1CS21
P54259	A7E2V4
Q9P021	D3DXB9
P19544	Q5U026
B1AHC8	Q9HBL7
Q96H20	Q86VN1
Q9UPT6	D3DTS5
P25054	P26232
B4DG66	D3DUH1
B2RC42	D3DRI8
Q96FF1	P16383
Q53YE2	P51809
P31785	P14784
P21246	O94864
O14924	Q53PC4
Q9BRP4	Q53XL8
P31785	Q0GK43
P06400	P05120
D1CS53	O43187
Q13094	P08575
P43364	Q9Y2S0
P28068	P04233
Q8WVQ1	Q8WVQ1
Q9Y3C5	Q9BSL1
Q9Y6D9	Q9Y2I6
D3DUH1	P20936
B1AKM7	Q7Z478
Q6IBG4	P18858
Q9HCS7	P24928
Q5VWG9	Q12962
Q9Y296	Q6PIS6
P40763	D3DNB3
Q05CV3	P10909
P35716	P20265
Q9BXL6	Q5VUF1
Q9ULJ8	Q8NCQ8
O15455	O15455
Q9UP52	Q30201
D3DRG2	D3DRG2
Q9H836	Q01201
Q9BUJ2	Q9Y3C7
Q5T782	Q7Z763
D3DU92	P62995
Q96FF1	Q9Y6X8
Q6FHC9	Q8TER5
Q5T6L4	Q9H8T0
Q6FGN3	O43294
Q4LE28	Q15596
Q86WV8	P14635
P38432	Q4J6C6
D3DWA3	Q03164
Q96FF1	P38432
P21675	Q01844
P49247	Q96HA8
P24928	O43719
D3DWM4	Q14919
Q9Y5X1	D3DU00
O60763	P19174
P39086	P39086
P51790	P51790
O95251	P49736
Q9P0W5	Q9P0W5
P81133	P27540
Q95HA6	P37198
Q6FI14	D3DPP3
Q13867	O75962
Q96IP4	Q00341
P10746	P10746
Q9Y692	D3DU69
D3DSF0	P08575
Q13315	Q59F09
Q86VK4	D3DRK2
D3DPM5	P49848
Q05516	P08047
Q13485	D3DW78
Q13485	Q13485
Q9UNP9	Q9HCS7
B0UXA9	Q6IN79
Q6IBE5	Q5SQS3
B3KT07	Q6FGG1
Q5T5H7	P49815
P26232	O00570
Q86U22	P51148
A5YM55	Q86XP3
O96006	Q6ZVK8
D3DW02	P35251
A8K9S7	D3DVK1
Q5U0J5	Q13627
O60716	Q9NPR5
Q7L590	Q13416
P21246	Q6ICU9
Q07812	B3KT21
Q3LRW3	P11387
Q3KN84	Q6IB24
P17676	Q8TAR1
P17936	P16070
Q4LE28	D3DVV8
Q13009	Q02156
Q93062	Q9H0I2
P62308	Q8WXD5
P14222	P27797
Q9UK45	Q16637
P35606	Q02156
P40429	Q8NFZ0
Q4G0F5	Q96QK1
Q6FHC9	O95831
Q9HC62	Q59FP9
O60383	Q9Y3C0
Q8TDC3	D3DQB8
P26232	P49768
P23921	Q5T3J3
D3DX67	Q658U1
Q8IUF8	P01106
Q59FP9	O95405
A8K6I5	P20963
A5YM55	Q13352
Q9BRD5	D3DQU0
Q4W5M7	Q15853
Q15648	P11473
Q9HBX9	Q9HBX9
B1AHC8	Q96FF9
Q9UBP5	O75376
D3DWF0	Q92673
P49790	Q9GZY0
Q05C41	Q9ULX6
Q6ICU9	Q9UKY1
Q9P2A4	Q9BVK8
Q8TD08	O43294
Q96C06	D1CS53
Q9UGM3	P35247
P35240	O14964
B3KM80	P04150
O43525	O43526
Q05C41	P08621
Q96ST3	Q9UBP5
Q01844	Q9UEE9
Q13029	Q5T5H7
Q9ULH7	Q9ULH7
Q14802	Q9NXK8
P05783	Q9UGJ1
Q86UN6	P31323
P04792	P99999
B2RU05	Q93074
D3DR16	O14545
P48643	Q4VXB6
A8K4G2	P19174
O75381	B4DZ45
Q9Y446	Q02487
Q8IW76	O43318
Q6FGN3	B2R5Q7
Q9HA84	D3DXF9
Q53XS4	B2R6C3
P55197	Q8TEK3
P43364	Q52LW3
D3DP62	P42684
P28331	P40926
Q9UKY4	Q9Y6A1
Q8IVK2	P23327
O60443	P21246
P29375	Q6I9R7
Q9Y383	Q9BQD7
Q16236	Q4LE28
P20916	A6NFA2
P23471	P26232
P55854	Q6FG41
Q3LRW3	Q53EL2
P42684	P11274
O43390	Q13873
Q15013	Q5T3J3
Q9NTK5	Q9H1I8
Q9NSD7	Q9NSD7
P42680	P42768
Q8IUX2	Q8IUX2
Q13873	Q13873
B3KX11	B1AHC8
Q99547	Q6ZSZ9
P13639	P13639
A1L467	P19174
O15151	P06400
Q13237	Q03393
O43482	P15056
P43004	P43004
Q99759	B1AQP2
Q96NW7	Q8WXI2
Q8IYN9	P51813
B3KRJ9	Q08170
P24278	A8K107
P46783	O95251
O75971	Q5SXM2
O60343	Q05CZ3
Q99570	Q8NEB9
Q99592	Q9Y6K1
O15169	Q9BVJ6
Q9H2A3	P50553
P42680	P23458
Q9UK55	Q5JVE7
Q9Y2H0	Q05586
A0JLS3	Q9NUA2
Q6IBN1	Q8WY44
Q9UK97	D3DQ97
Q01844	Q9NPC6
O96006	D3DU69
B4E127	Q13838
P51955	Q8NCQ8
Q6IBV1	Q6NUQ1
P35240	O14745
Q13158	P51398
P30411	P12821
D3DVV8	B3KT21
Q8TB90	P40763
Q96ST3	Q6FHQ0
Q99590	P26368
O94766	O94766
D3DUS5	P01589
Q99689	Q9UQE7
P60468	P04114
Q05655	D3DW12
Q12955	Q13158
D3DRE7	D3DRE7
Q9NR82	Q9NR82
D3DUR1	O14920
Q96LC9	P10415
P08138	Q96GC6
O00231	B2RTQ8
P17936	Q6MZM7
B1AHC8	P06401
Q2TNI1	P20333
Q6IB64	Q00403
Q01844	O60682
Q5TC12	P06576
Q5TBB8	D3DPJ2
Q96SB4	P02686
P40763	P61073
A4D1B1	D3DRY4
Q8IX07	D3DNB3
D3DQL6	B3KWD0
P49790	P49790
Q9BSP0	O95870
Q01844	Q13485
Q16637	Q3LRW3
Q9Y5A7	D3DTM4
P42702	P26992
D3DQE4	P04150
Q9GZZ8	Q6MZM7
P35251	P35251
Q15468	Q13526
Q4V328	Q9UGI8
Q6ICP4	Q5T3J3
Q9GZY0	P35658
P40225	P40238
P49137	Q2TB39
Q9GZR7	Q14181
D3DWA3	B3KMD8
Q969G3	Q01201
P10909	P27169
O95059	O75818
A4D1U3	P54098
P62306	P62316
P10415	P49768
D3DS45	D3DQW7
A7KAX9	D3DTH6
A0M8W9	D3DTQ2
P08603	D3DQV3
A8K287	Q12846
P27694	Q6IB64
O15294	D3DVV8
D3DUA4	P10415
P00750	D3DNP1
P22459	Q9NRX3
Q8WUH2	P36894
Q6IBK2	Q6IBK2
B3KX11	Q53XC2
P05129	P49840
Q14114	D3DVR9
Q8N6I1	Q13485
Q9UK53	Q3LRW3
P43364	Q8NDB6
Q53ZZ1	Q13526
Q9Y3C5	Q8WUM4
P54098	P54098
Q9BUH8	D3DXB9
B3KMB6	Q15628
P30086	O43318
P61086	P42858
P23511	Q9H4I2
Q96ST3	D3DTE0
Q8TEW0	D3DW12
D3DX45	P36507
Q9Y4A5	Q5T5H7
Q99638	D3DW02
B3KM43	B3KM43
Q9P084	Q53XS4
Q14627	P35225
P56545	D3DPA8
Q9UBB5	B3KU66
Q9P1A6	A0PJJ7
Q53Z07	D3DP62
Q5U079	D3DTU3
O43707	P15313
P04632	Q9Y295
Q16288	P20783
Q8NG41	P48146
Q6FI39	P06213
Q04760	Q04760
Q9UIF7	Q5TZP7
P50613	P51948
P54259	P61289
P23458	P61073
Q5W141	Q15653
O15119	O15119
A8K287	Q9P2A4
P07766	P43403
Q53XS2	P06400
O43929	P25205
Q9H422	Q59H94
P49356	P49454
A2RTZ0	P63092
Q4VC03	Q5UIP0
P21246	Q9P287
P56537	Q02878
P21246	B4DG66
Q9BRD5	P23443
Q9UMX1	Q9Y6Q9
Q7Z5C1	P05121
Q4LE28	Q9UJW9
Q6IB64	Q5QP82
Q05655	Q05655
P06401	Q9Y6Q9
Q9Y5A7	P55036
Q9P084	Q4JHT5
Q53XK0	Q8N6Y0
Q53HV7	Q93062
Q8N668	D3DWG3
O14920	O14920
Q4LE28	Q5U0J5
P49754	Q6PK82
Q8IYF3	Q96M91
Q15744	D3DU69
Q9C000	Q9Y239
Q9NUA2	Q05086
O75145	Q86W92
Q9UHF4	Q9UHF4
Q5VT25	Q5VT25
B3KQ49	Q7Z6G3
D3DRE4	P43026
O60832	Q53YD7
Q03701	P25208
P21246	P05386
B4E3T6	D3DRY4
Q8TEL6	Q13546
Q7L5N1	P60228
Q7Z5C1	P10909
A8K6I5	A8K6I5
Q92624	Q12788
O95409	P08151
B1AHC8	D3DU00
P08588	P49407
Q5T9Y4	P25963
Q9NWF9	O15455
O15259	Q59H94
Q96SB4	Q99590
D3DR16	B3KQY7
Q9ULV5	Q9Y2P5
D3DQY2	Q13888
P22087	D3DX67
Q92889	B2RC01
Q6FHX6	D3DW02
D3DVK1	Q6IBN1
Q9UKW4	Q96AF9
Q8IZH2	D3DRS0
Q8IZH2	Q4VC03
Q96QD9	B0FWH2
P01024	P01024
Q9HAV4	A8K3Z8
Q969V6	D3DU69
D3DVV8	P27540
Q9BZ90	Q4VBA3
Q99750	Q8NE01
O75925	Q05C41
Q13485	Q13501
Q13976	Q01970
B6ECG9	P07199
P21246	Q9NQZ2
Q2TNI1	P25098
P56537	Q5T3J3
B3KNG9	P07305
B3KY40	B3KY40
P24928	O60828
O95751	B3KSG3
D3DPJ1	P25054
P61970	Q9Y383
O15431	O15431
Q8N307	A1L467
Q9Y3C5	Q9H040
O00512	P26232
Q9NYV6	Q9H6T2
Q05586	Q7Z635
Q6ZN30	P06400
B3KRJ9	Q12905
Q9NUA2	O60341
Q13352	Q13352
O60894	P01258
D3DWQ2	Q09161
Q99801	P11831
A8K9S7	Q5JPT6
D3DTT3	Q6PJ06
O14511	B3KWG5
Q9P2S2	Q96PK2
Q15102	Q15102
Q86TW5	D3DN84
Q05C96	P36888
Q9Y5K6	O43586
Q9P2H0	Q59FC3
Q07817	P99999
O60383	Q6ICU9
Q9H147	P04053
B3KW70	Q8NBH6
Q15672	P15172
Q53XR6	D3DV56
D3DST0	Q8N5H7
P38432	Q9NRM2
Q4LE28	Q9NP62
P22314	O75069
Q9NYN1	Q13485
Q9BTM9	Q9H1I8
P55036	Q8NHQ8
A8K107	Q9BT49
O94910	Q05CP0
P80108	P17900
Q9C010	P22694
Q5JY77	D3DN49
O75899	A8K3H7
P21675	P06400
O95049	P36383
Q9H422	O43255
O95251	Q9HC52
Q15041	Q969H0
P50613	P50613
Q8N1F8	Q15831
P54259	A4D0Z4
Q8TAE8	B0UXA9
P00540	P15172
A4D105	P15927
D3DUZ2	Q9UBB5
Q14181	Q96HD1
Q0D2I5	Q7Z763
P10415	P55061
Q59FJ3	Q59FJ3
A5D8V6	Q99816
B3KM48	P61201
P30101	Q03518
Q04864	Q15653
Q99623	P06454
Q16637	P10415
Q59F04	P42336
Q9H0D6	P62310
Q6ZWP6	Q6ZWP6
D3DTH5	P05783
Q99972	P36955
Q15542	B3KMD8
O43665	P30968
D3DU69	Q45QG9
Q96HE7	Q9BS26
Q9H213	Q96NT1
P04004	P15692
P42684	P07203
P20393	O75376
Q6PJ06	B3KT21
Q8TDM6	D3DQW7
Q15583	P09429
P17947	P11308
P55345	Q5T5H7
Q7Z763	Q09666
Q8WYK2	Q8TAR1
Q5JVE7	Q14286
Q5C9Z4	Q8NCQ8
B1AHB0	Q99750
A8K0V9	Q9UBZ4
Q53XR6	Q12955
Q96FX7	Q9UJA5
Q53XS4	Q01362
P24928	O00267
Q3LRW3	Q8WTY5
Q53XR6	Q9NSE2
Q96CW1	Q96CW1
O75116	B2RAH5
O95628	P63146
P10415	P10415
D3DVV8	P25963
D3DUD5	Q7L5N1
Q96CW1	Q9UHP6
P10827	P14859
Q9UBB5	Q4LE28
P23025	D3DX94
P50479	Q15654
D3DU69	Q9NSC2
P05386	O43809
Q8WXE5	Q9NQG7
Q9GZP4	Q6P1J9
Q5U0F4	Q14152
Q9UJY5	Q9UMZ2
Q6IB24	D3DX13
Q4LE28	Q9UER7
Q9UFM0	P10155
Q86V29	D3DTH6
Q9ULU8	Q9Y383
Q6PJ06	Q13158
Q4V328	Q53XR6
D3DW02	D3DQB8
Q9UEW8	Q969Z4
Q15788	P40763
P15927	Q15011
Q53YD7	P53602
D3DTH6	B4DIW5
O14544	Q15369
Q05519	P11387
Q3LRW3	P48643
Q86VM2	Q2TB39
Q86U70	Q8TE12
Q9NX47	O95140
Q92786	Q9UEC0
P60022	Q5UIP0
P43119	P63092
Q8N516	Q8N516
Q9ULU8	Q9ULU8
Q8IXR5	Q6UWE0
Q96A84	Q96A84
Q86TW5	Q9BTE0
Q96K83	Q9UH73
D3DX67	Q8N516
Q9UJW9	P15927
Q5T5H7	D3DNL9
Q9UHF4	Q13007
Q53XS4	Q53XS4
Q8IX07	P56545
Q9P1M2	D3DTS5
D3DUH1	Q99704
B3KSA4	Q6FI00
B2R506	Q00613
P12110	D3DT46
Q96C06	O43318
P10827	Q6FI00
P63092	P63211
P54259	O43251
Q5TEJ4	Q6FHC9
Q13257	Q13257
Q9UDY2	Q16625
P50454	P17480
Q8IYP9	A0PJJ7
Q03164	Q53ZZ1
Q96A00	Q6PJ06
Q8NFZ4	Q8NI35
Q01974	Q9Y5V3
P55212	D3DSD3
D3DRY6	P40337
Q15185	P31948
D3DTC0	Q53HV7
O43809	Q92530
O43638	Q93062
Q15170	P35251
P48436	Q93074
D3DU69	Q8TAR1
O75569	P06400
Q13045	O96019
Q4LE28	D3DNR3
Q05516	Q9UBN7
P35240	P26232
P26441	P26992
O75569	Q8IW76
O43353	D3DR16
Q6UVK1	B3KNI7
P54259	Q2HXW2
Q59F66	P22087
P56545	B2RAR6
P25963	Q7LBY6
Q07889	P04626
Q9BR09	P26232
O14796	Q05CA2
P06213	A8K6I5
